hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
no,yes,yes,13-15years,white,no,33.0,0,0,35.0,south,40
yes,no,yes,12years,white,no,43.0,0,0,40.062,south,50
yes,no,yes,13-15years,white,no,39.0,0,0,90.0,south,0
no,yes,yes,13-15years,white,no,5.0,2,0,28.0,south,32
yes,no,yes,13-15years,white,no,24.0,0,1,105.999,south,0
yes,no,yes,12years,white,no,35.0,0,0,53.0,south,45
no,yes,no,13-15years,black,no,37.0,0,0,1.8,south,40
no,yes,no,12years,white,no,27.0,0,0,4.1,south,40
no,yes,no,9-11years,white,no,35.5,0,1,20.0,south,33
no,yes,no,12years,white,no,10.0,2,0,0.0,south,40
yes,no,yes,12years,white,no,37.0,0,0,20.8,south,33
yes,yes,yes,12years,black,no,24.0,0,1,52.0,south,40
yes,yes,yes,13-15years,white,no,38.0,0,0,14.0,south,40
no,yes,yes,13-15years,white,no,11.0,1,1,43.0,south,40
no,yes,no,<9years,white,no,27.0,0,0,33.0,south,40
no,no,no,9-11years,white,no,24.5,0,2,0.0,south,0
no,yes,no,13-15years,white,no,16.0,1,0,31.0,south,36
no,yes,no,13-15years,white,no,16.0,0,2,0.0,south,40
yes,no,yes,13-15years,white,no,14.0,0,2,65.0,south,0
yes,no,yes,13-15years,white,no,13.0,1,1,55.0,south,0
yes,no,yes,13-15years,white,no,39.0,0,0,0.0,south,40
yes,no,yes,12years,white,no,21.0,0,2,99.999,south,0
yes,no,yes,13-15years,white,no,27.0,0,0,50.0,south,0
no,yes,yes,12years,white,no,28.0,0,0,62.0,south,40
yes,no,yes,13-15years,white,no,42.0,0,1,0.0,south,40
yes,yes,yes,12years,white,no,41.0,0,0,50.0,south,0
no,yes,no,16years,white,no,6.0,0,0,7.504,south,40
yes,no,yes,12years,black,no,7.0,0,0,17.0,south,40
no,yes,yes,13-15years,white,no,9.0,0,0,45.0,south,40
no,no,yes,12years,white,no,40.0,0,0,0.0,south,0
yes,no,yes,12years,white,no,21.0,0,0,36.0,south,0
no,yes,no,16years,white,no,39.0,0,0,0.0,south,60
no,yes,yes,16years,white,no,18.0,2,0,49.5,south,50
no,no,yes,16years,white,no,8.0,0,0,10.0,south,0
no,yes,yes,16years,white,no,23.0,0,1,37.0,south,40
yes,no,yes,12years,white,no,16.0,0,3,42.0,south,40
no,yes,yes,13-15years,white,no,24.0,0,0,40.688,south,56
yes,no,yes,12years,white,yes,44.0,0,0,0.0,south,0
no,no,no,13-15years,white,no,30.0,0,0,0.0,south,0
no,no,no,<9years,white,no,17.0,0,4,6.63,south,0
no,no,yes,9-11years,white,no,46.5,0,0,0.0,south,0
no,yes,no,>16years,white,no,24.0,0,2,60.0,south,40
no,yes,no,12years,white,yes,35.0,0,0,5.4,south,40
no,no,no,<9years,white,no,38.0,0,0,0.0,south,0
no,yes,yes,12years,white,no,8.0,1,0,15.0,south,40
no,no,no,<9years,white,yes,50.0,0,0,2.8,south,0
no,no,no,<9years,white,yes,34.0,0,1,7.0,south,0
no,yes,yes,12years,white,no,12.0,2,0,5.0,south,40
no,no,no,<9years,white,yes,33.0,0,0,0.0,south,0
yes,no,yes,13-15years,black,no,12.0,0,1,47.0,south,40
yes,yes,yes,12years,white,no,27.0,0,0,42.0,south,40
yes,no,yes,13-15years,white,no,9.0,1,0,18.0,south,40
no,yes,no,12years,white,no,12.0,0,0,16.0,south,32
no,no,no,13-15years,white,no,16.0,0,0,20.5,south,50
no,no,yes,>16years,white,no,2.0,0,0,38.1,south,30
no,yes,no,>16years,white,no,20.0,0,0,10.0,south,48
no,no,no,12years,white,no,41.0,0,0,17.5,south,0
no,no,no,12years,white,no,9.0,2,1,19.0,south,30
no,yes,no,12years,white,no,34.0,0,1,45.0,south,60
no,no,no,16years,white,no,23.0,0,2,11.5,south,38
yes,no,yes,13-15years,white,no,22.0,0,1,42.0,south,40
yes,yes,yes,12years,white,no,39.0,0,0,12.4,south,40
yes,no,yes,12years,white,no,22.0,0,1,26.098,south,30
no,no,no,13-15years,white,no,26.0,0,0,72.0,south,40
no,yes,no,>16years,white,no,22.0,0,3,60.0,south,40
no,yes,yes,>16years,white,no,26.0,0,0,42.833,south,80
yes,no,yes,16years,white,no,29.0,0,0,67.0,south,40
yes,no,yes,13-15years,black,no,18.0,1,1,60.0,south,55
yes,no,yes,12years,white,no,35.0,0,0,40.0,south,20
yes,no,yes,16years,white,no,42.0,0,0,0.0,south,0
yes,no,yes,16years,white,yes,14.0,1,2,46.0,south,0
no,no,no,<9years,white,no,29.0,0,1,14.0,south,35
no,yes,no,16years,white,no,38.0,0,0,26.0,south,40
no,yes,yes,>16years,black,no,18.0,0,1,78.5,south,60
yes,no,yes,16years,white,no,40.0,0,0,68.0,south,40
no,yes,no,>16years,white,no,19.0,2,0,0.0,south,40
yes,no,yes,13-15years,white,no,17.0,3,0,65.618,south,0
yes,yes,yes,13-15years,black,no,12.0,2,0,15.0,south,40
yes,no,yes,13-15years,white,no,17.0,1,2,35.0,south,20
no,no,no,12years,black,no,25.0,0,0,1.02,south,40
no,yes,no,12years,white,no,42.0,0,0,0.0,south,40
yes,yes,yes,12years,white,no,24.0,0,2,36.0,south,40
no,no,no,12years,white,no,28.0,0,0,0.0,south,40
yes,no,yes,13-15years,white,no,26.0,1,1,20.0,south,0
yes,no,yes,13-15years,white,no,40.0,0,0,0.0,south,0
yes,no,yes,12years,white,no,28.0,0,1,46.0,south,40
no,no,no,12years,white,no,22.0,0,1,6.6,south,30
yes,yes,yes,12years,white,no,15.0,0,1,16.0,south,36
no,yes,no,13-15years,white,no,18.0,1,1,0.0,south,40
yes,no,yes,12years,white,no,22.0,0,2,30.0,south,0
yes,no,yes,13-15years,other,no,20.0,0,0,8.5,south,45
yes,no,yes,12years,white,no,13.0,1,0,50.0,south,0
no,no,no,9-11years,white,no,12.5,1,1,15.0,south,0
no,no,no,13-15years,white,no,27.0,0,2,40.0,south,0
no,no,no,16years,white,no,19.0,0,2,54.0,south,0
no,no,no,12years,white,no,18.0,0,1,23.0,south,40
no,yes,yes,13-15years,white,no,12.0,0,2,60.0,south,40
no,no,no,16years,white,no,20.0,0,2,25.671,south,20
no,no,no,12years,white,no,39.0,0,0,0.0,south,0
yes,no,yes,12years,white,no,35.0,0,0,38.0,south,0
no,yes,no,13-15years,white,no,17.0,0,2,0.0,south,40
no,no,yes,12years,black,no,34.0,0,0,15.418,south,40
no,no,no,<9years,white,no,40.0,0,0,1.0,south,0
no,no,no,12years,white,no,11.0,0,1,0.0,south,25
no,no,no,9-11years,white,no,6.5,1,0,4.0,south,0
yes,no,yes,12years,white,no,13.0,1,3,7.861,south,35
no,no,no,9-11years,white,no,32.5,1,0,40.0,south,0
no,no,no,9-11years,white,no,42.5,0,0,0.0,south,0
no,yes,no,16years,white,no,35.0,0,0,0.0,south,50
no,yes,no,13-15years,white,no,34.0,0,0,9.0,south,35
yes,no,yes,13-15years,white,no,21.0,0,1,0.0,south,0
no,yes,yes,12years,white,no,4.0,0,0,27.0,south,40
yes,no,yes,12years,white,no,15.0,2,2,18.5,south,0
no,yes,no,12years,white,no,28.0,0,1,0.0,south,40
no,yes,yes,>16years,white,no,12.0,0,0,12.0,south,40
yes,yes,yes,12years,black,no,20.0,1,0,19.0,south,60
no,yes,no,12years,white,no,34.0,0,0,0.0,south,40
yes,no,yes,13-15years,white,no,7.0,1,0,16.841,south,40
no,no,no,13-15years,white,no,6.0,0,0,12.0,south,30
no,yes,no,12years,white,no,29.0,0,1,20.8,south,40
no,no,yes,16years,white,yes,19.0,0,2,10.0,south,0
no,no,no,<9years,white,yes,11.0,2,0,8.7,south,0
no,no,no,<9years,white,yes,50.0,0,0,0.0,south,0
no,no,no,<9years,white,yes,46.0,0,0,0.0,south,0
no,no,yes,13-15years,white,yes,20.0,0,1,11.8,south,0
no,no,yes,13-15years,white,no,18.0,0,2,20.0,south,30
yes,no,yes,12years,white,no,6.0,0,0,22.344,south,35
no,no,no,9-11years,white,no,48.5,0,0,0.0,south,0
no,no,no,13-15years,white,no,43.0,0,0,0.0,south,0
no,no,yes,12years,white,no,45.0,0,0,38.0,south,0
no,yes,no,16years,white,no,13.0,0,0,52.0,south,50
no,no,no,13-15years,black,no,13.0,2,0,7.0,south,20
no,yes,no,12years,white,no,16.0,0,2,18.0,south,40
yes,no,yes,9-11years,white,no,33.5,0,0,50.0,south,0
no,yes,yes,12years,white,no,25.0,0,0,25.0,south,40
no,no,no,12years,white,no,38.0,0,0,0.0,south,24
yes,no,yes,9-11years,white,no,44.5,0,0,0.0,south,0
yes,no,yes,12years,white,no,11.0,1,0,26.0,south,40
yes,no,yes,13-15years,white,no,16.0,0,2,55.0,south,45
yes,no,yes,12years,white,no,39.0,0,0,35.0,south,0
yes,no,yes,12years,white,no,19.0,1,1,46.6,south,16
no,no,no,13-15years,white,no,20.0,0,1,0.0,south,25
no,yes,no,12years,white,no,20.0,1,2,37.0,south,40
yes,no,yes,13-15years,white,no,34.0,0,0,52.0,south,0
no,no,no,12years,white,no,15.0,0,2,15.0,south,0
no,yes,yes,12years,white,no,33.0,0,0,27.6,south,40
no,yes,no,9-11years,white,no,27.5,0,1,0.0,south,45
yes,no,yes,16years,white,no,10.0,1,1,17.0,south,20
yes,yes,yes,13-15years,white,no,17.0,0,1,17.0,south,40
no,yes,no,12years,white,no,14.0,0,2,21.0,south,40
no,no,no,<9years,black,no,47.0,0,0,0.0,south,0
yes,no,yes,9-11years,white,no,44.5,0,0,0.0,south,0
yes,no,yes,12years,white,no,17.0,0,2,16.0,south,35
no,yes,no,12years,white,no,4.0,0,0,22.0,south,40
yes,yes,yes,12years,white,no,37.0,0,0,0.0,south,40
yes,yes,yes,13-15years,black,no,33.0,0,0,41.0,south,42
no,yes,yes,12years,white,no,32.0,0,0,19.0,south,40
no,no,no,12years,black,no,44.0,0,0,0.0,south,0
no,no,no,<9years,white,no,40.0,0,0,0.0,south,0
no,yes,no,12years,white,no,40.0,0,0,8.4,south,26
yes,yes,yes,12years,white,yes,29.0,0,3,15.0,south,40
no,yes,yes,>16years,white,no,27.0,0,0,38.0,south,40
no,yes,yes,16years,white,no,42.0,0,0,68.0,south,0
no,yes,yes,12years,white,no,27.0,0,0,30.0,south,40
no,no,no,12years,white,no,5.0,1,0,10.4,south,0
yes,yes,yes,12years,white,no,41.0,0,0,0.0,south,0
no,no,no,12years,white,no,40.0,0,0,0.0,south,0
yes,no,yes,12years,white,no,20.0,2,0,37.5,south,0
no,yes,yes,12years,white,no,32.0,0,1,50.0,south,40
no,yes,yes,12years,black,no,31.0,0,1,17.0,south,30
no,yes,yes,>16years,white,yes,13.0,0,0,0.0,south,40
yes,no,yes,13-15years,white,no,13.0,1,2,48.6,south,0
no,no,no,12years,white,no,17.0,0,2,57.0,south,60
no,yes,yes,>16years,white,no,13.0,0,2,45.5,south,40
no,yes,yes,13-15years,white,no,41.0,0,0,20.0,south,40
no,no,no,12years,white,no,47.0,0,0,0.0,south,0
yes,no,yes,12years,white,no,38.0,0,0,0.0,south,0
yes,no,yes,13-15years,white,yes,41.0,0,0,0.8,south,40
no,yes,yes,>16years,white,no,14.0,1,0,31.957,south,40
no,yes,yes,16years,black,no,20.0,0,4,40.0,south,40
no,yes,yes,12years,white,no,7.0,1,0,21.0,south,40
no,yes,yes,13-15years,white,no,20.0,0,2,43.05,south,40
yes,no,yes,9-11years,white,no,26.5,0,0,36.0,south,40
no,no,no,13-15years,other,no,17.0,1,1,28.4,south,40
no,no,no,12years,white,no,42.0,0,0,0.0,south,0
no,yes,no,12years,white,no,14.0,1,1,6.81,south,40
yes,no,yes,12years,white,no,42.0,0,0,43.548,south,40
yes,no,yes,12years,white,no,37.0,0,0,27.0,south,0
yes,no,yes,9-11years,white,no,14.5,0,2,30.0,south,40
no,no,no,12years,black,no,8.0,1,0,8.0,south,40
yes,yes,yes,12years,black,no,31.0,0,0,0.7,south,40
no,no,no,13-15years,black,no,15.0,1,1,8.0,south,40
yes,yes,yes,12years,white,no,27.0,0,1,35.0,south,40
yes,no,yes,12years,white,no,21.0,0,1,38.0,south,40
yes,no,yes,9-11years,white,no,44.5,0,0,0.0,south,0
no,no,no,12years,white,no,18.0,0,2,0.948,south,45
yes,yes,yes,12years,white,no,32.0,0,0,35.0,south,40
yes,no,yes,12years,white,no,28.0,1,0,11.461,south,0
yes,no,yes,9-11years,white,no,30.5,0,0,60.0,south,0
yes,no,yes,12years,white,no,18.0,1,0,75.0,south,0
no,yes,no,16years,white,no,36.0,0,0,30.0,south,40
no,no,no,13-15years,white,no,17.0,2,0,11.0,south,0
yes,no,yes,13-15years,white,no,19.0,1,2,35.0,south,0
no,no,no,12years,white,no,28.0,0,0,0.0,south,0
no,no,no,9-11years,white,no,25.5,1,2,0.0,south,0
no,no,no,12years,white,no,33.0,0,0,0.0,south,0
yes,no,yes,>16years,white,no,27.0,0,0,35.2,south,30
yes,no,yes,12years,white,no,25.0,0,1,20.0,south,40
no,yes,yes,12years,other,no,18.0,1,2,22.0,south,40
yes,no,yes,13-15years,black,no,22.0,0,1,40.0,south,40
no,yes,no,12years,white,no,29.0,0,0,58.0,south,40
no,no,no,13-15years,white,no,9.0,0,0,3.5,south,35
no,no,no,9-11years,white,no,3.5,1,0,0.12,south,0
yes,no,yes,13-15years,white,no,30.0,0,0,30.0,south,40
no,yes,no,12years,white,no,13.0,2,0,18.0,south,40
no,no,no,9-11years,white,yes,4.5,1,0,15.0,south,25
yes,yes,yes,13-15years,white,yes,30.0,0,1,11.906,south,40
no,yes,no,16years,white,no,14.0,0,1,24.0,south,50
no,yes,no,13-15years,white,no,10.0,0,0,48.0,south,40
yes,yes,yes,>16years,white,no,18.0,0,0,54.0,south,40
no,yes,yes,13-15years,white,no,10.0,0,0,23.831,south,40
no,yes,no,13-15years,white,no,23.0,0,0,16.0,south,50
no,no,no,12years,white,no,41.0,0,0,3.3,south,6
no,no,no,<9years,white,yes,13.0,3,0,9.52,south,0
yes,no,yes,13-15years,white,no,42.0,0,0,33.0,south,35
yes,no,yes,12years,white,no,16.0,0,2,38.0,south,40
no,no,no,16years,white,no,35.0,0,0,75.0,south,20
no,no,no,12years,white,no,12.0,1,1,25.4,south,35
no,yes,yes,12years,white,yes,3.0,0,0,13.0,south,35
yes,no,yes,13-15years,white,no,35.0,0,0,15.6,south,50
yes,no,yes,12years,white,no,12.0,1,1,27.0,south,40
yes,no,yes,13-15years,white,no,10.0,1,0,22.0,south,60
yes,no,yes,12years,black,no,19.0,0,1,30.0,south,40
yes,no,yes,13-15years,white,no,12.0,1,0,27.0,south,0
yes,no,yes,12years,white,no,28.0,0,0,18.4,south,27
no,yes,yes,12years,white,no,29.0,0,1,0.0,south,38
yes,no,yes,13-15years,white,no,24.0,0,1,30.0,south,40
no,yes,yes,>16years,white,no,15.0,0,0,17.0,south,45
no,no,no,12years,white,no,16.0,0,2,23.392,south,40
yes,no,yes,13-15years,white,no,42.0,0,0,0.0,south,0
yes,yes,yes,>16years,white,no,21.0,0,2,39.539,south,40
no,no,no,>16years,white,no,22.0,0,0,99.999,south,50
yes,no,yes,9-11years,white,no,26.5,0,3,18.2,south,0
no,yes,no,13-15years,white,no,21.0,0,1,11.0,south,60
no,yes,no,16years,white,no,12.0,0,2,95.0,south,0
yes,no,yes,16years,white,no,22.0,0,2,99.999,south,0
yes,yes,yes,12years,white,no,20.0,1,2,30.0,south,40
yes,yes,yes,16years,white,no,11.0,2,0,42.0,south,50
no,yes,no,12years,white,no,40.0,0,0,15.0,south,40
no,no,yes,12years,white,no,25.0,0,1,26.0,south,20
yes,no,yes,12years,white,no,38.0,0,0,17.0,south,50
yes,no,yes,13-15years,white,no,32.0,0,0,40.0,south,0
no,no,no,12years,white,no,22.0,0,0,17.0,south,0
yes,yes,yes,13-15years,white,no,8.0,1,1,19.0,south,40
yes,yes,yes,13-15years,white,no,26.0,0,0,40.0,south,38
no,yes,yes,12years,white,no,25.0,0,2,30.0,south,40
no,yes,yes,13-15years,white,no,30.0,0,0,7.5,south,40
no,yes,no,12years,white,no,28.0,0,1,18.0,south,40
no,yes,yes,16years,black,no,13.0,1,1,28.0,south,40
yes,no,yes,13-15years,white,no,21.0,0,4,50.0,south,0
yes,no,yes,16years,white,no,10.0,2,0,45.0,south,30
no,yes,yes,12years,white,no,23.0,0,2,45.0,south,40
no,yes,no,16years,white,no,10.0,0,0,16.1,south,30
yes,no,yes,12years,white,no,10.0,1,0,35.0,south,0
no,no,no,13-15years,white,no,23.0,1,1,60.0,south,20
no,yes,yes,12years,white,no,28.0,0,2,35.0,south,45
no,yes,no,16years,white,no,41.0,0,0,0.0,south,50
no,no,no,>16years,white,no,21.0,1,2,92.0,south,25
no,yes,no,12years,white,no,14.0,0,0,0.0,south,40
no,no,no,13-15years,white,yes,8.0,0,2,15.0,south,0
yes,yes,yes,12years,black,no,45.0,0,0,2.0,south,40
no,yes,yes,16years,black,no,18.0,0,3,44.0,south,55
yes,no,yes,9-11years,white,no,9.5,1,0,22.0,south,40
no,yes,no,12years,white,no,15.0,0,2,15.0,south,40
yes,yes,yes,16years,black,no,26.0,0,1,0.0,south,40
no,yes,yes,16years,white,no,14.0,2,1,34.0,south,0
no,no,no,12years,white,no,18.0,0,1,4.4,south,0
no,yes,no,12years,white,no,32.0,0,0,25.0,south,40
no,yes,yes,13-15years,white,no,10.0,1,0,44.0,south,40
no,yes,yes,16years,white,no,5.0,1,0,40.0,south,40
yes,yes,yes,12years,white,no,24.0,0,2,28.0,south,40
yes,no,yes,16years,white,no,21.0,0,2,99.999,south,0
yes,no,yes,12years,white,no,17.0,1,2,45.0,south,0
yes,no,yes,12years,white,no,4.0,1,0,12.846,south,20
yes,no,yes,9-11years,black,no,30.5,0,0,24.0,south,38
no,no,no,13-15years,white,no,12.0,0,0,0.0,south,56
no,yes,no,12years,white,no,45.0,0,0,0.0,south,20
yes,no,yes,12years,white,no,26.0,1,1,34.809,south,40
no,no,no,16years,white,no,8.0,0,0,1.705,south,40
yes,no,yes,12years,white,no,36.0,0,0,16.8,south,0
no,yes,no,12years,white,no,23.0,0,2,25.0,south,40
yes,no,yes,12years,white,no,35.0,0,0,12.278,south,16
yes,no,yes,12years,white,no,14.0,0,1,22.0,south,30
no,no,no,>16years,white,no,17.0,0,0,0.0,south,0
yes,no,yes,13-15years,white,no,45.0,0,0,0.0,south,0
no,yes,yes,16years,white,no,10.0,0,0,35.0,south,50
no,no,no,<9years,other,no,45.0,0,0,0.0,south,0
yes,no,yes,9-11years,other,no,5.5,2,0,12.0,south,25
yes,no,yes,9-11years,white,no,23.5,0,1,42.5,south,0
no,no,no,9-11years,other,no,26.5,0,0,3.2,south,0
no,no,no,12years,other,no,22.0,1,2,0.0,south,40
no,yes,yes,16years,white,no,5.0,0,0,32.0,south,40
yes,yes,yes,13-15years,white,no,17.0,0,2,49.0,south,40
yes,yes,yes,13-15years,white,no,38.0,0,0,0.0,south,40
yes,no,yes,12years,white,no,23.0,0,2,67.0,south,0
yes,no,yes,12years,white,yes,21.0,0,3,47.0,south,40
yes,yes,yes,12years,black,no,18.0,0,2,34.0,south,40
yes,yes,yes,9-11years,black,no,17.5,0,3,15.0,south,56
yes,no,yes,12years,white,no,13.0,0,1,34.0,south,0
yes,no,yes,12years,white,no,37.0,0,0,74.0,south,21
yes,no,yes,16years,white,no,42.0,0,0,64.0,south,0
no,no,no,13-15years,white,no,12.0,1,0,13.0,south,20
yes,no,yes,12years,white,no,23.0,0,0,82.0,south,0
no,no,yes,16years,white,no,12.0,2,0,37.0,south,32
no,no,no,16years,white,no,24.0,0,2,28.3,south,35
yes,no,yes,12years,white,no,15.0,1,1,37.0,south,18
yes,no,yes,13-15years,white,no,38.0,0,0,0.0,south,0
yes,yes,yes,12years,white,no,26.0,0,2,23.0,south,40
no,yes,no,12years,white,no,39.0,0,0,0.0,south,0
yes,no,yes,<9years,white,no,48.0,0,0,0.0,south,0
no,yes,yes,16years,white,no,31.0,0,0,39.5,south,40
yes,no,yes,<9years,white,no,51.0,0,0,0.0,south,0
no,no,no,13-15years,white,no,9.0,0,0,7.0,south,40
no,no,yes,16years,white,no,27.0,0,2,44.0,south,30
no,yes,no,16years,white,no,24.0,0,2,0.0,south,40
yes,no,yes,12years,white,no,31.0,0,0,45.0,south,15
no,no,no,<9years,white,no,36.0,0,2,0.0,south,0
yes,no,yes,12years,white,no,30.0,0,2,28.5,south,12
no,yes,no,13-15years,white,no,17.0,0,0,4.0,south,40
no,no,no,12years,white,no,20.0,0,2,0.0,south,30
no,yes,no,13-15years,white,no,5.0,2,0,12.8,south,36
no,yes,no,13-15years,white,no,18.0,1,1,25.0,south,30
no,no,no,12years,white,no,44.0,0,0,0.0,south,0
no,no,no,<9years,white,yes,26.0,0,2,0.0,south,0
no,yes,no,16years,white,no,10.0,1,1,32.0,south,40
no,yes,yes,12years,white,no,10.0,0,0,28.2,south,40
no,yes,no,12years,white,no,29.0,0,1,0.0,south,0
no,yes,no,12years,white,yes,24.0,0,2,22.0,south,38
no,yes,yes,13-15years,white,no,35.0,0,0,35.0,south,45
yes,no,yes,13-15years,white,no,32.0,0,1,60.0,south,24
yes,no,yes,16years,white,no,10.0,2,0,45.0,south,0
yes,no,yes,16years,white,no,23.0,0,3,99.999,south,0
no,yes,yes,13-15years,white,no,27.0,0,0,59.9,south,30
yes,no,yes,<9years,white,no,47.0,0,0,45.0,south,0
no,no,no,13-15years,white,no,0.0,1,0,16.0,south,40
no,yes,yes,>16years,white,no,27.0,0,0,99.999,south,40
no,no,no,<9years,white,no,18.0,0,2,0.0,south,0
no,no,no,<9years,white,no,50.0,0,0,0.0,south,0
no,yes,yes,13-15years,white,no,4.0,0,0,19.0,south,40
no,yes,no,12years,white,no,19.0,0,2,14.5,south,40
no,yes,yes,12years,white,no,19.0,0,2,25.0,south,40
yes,no,yes,9-11years,white,no,35.5,0,0,12.3,south,40
yes,no,yes,12years,white,no,40.0,0,0,38.0,south,40
no,yes,no,9-11years,white,no,22.5,0,2,0.0,south,38
yes,no,yes,12years,white,no,29.0,0,0,70.0,south,42
yes,yes,yes,16years,white,no,18.0,0,2,22.8,south,40
no,yes,yes,16years,white,no,33.0,0,0,61.0,south,50
yes,no,yes,13-15years,white,no,19.0,1,2,51.0,south,18
no,no,no,12years,white,no,20.0,0,3,0.0,south,0
no,no,no,13-15years,white,no,19.0,0,2,15.0,south,25
no,yes,no,13-15years,white,no,11.0,1,0,44.0,south,40
no,yes,no,16years,white,no,11.0,2,0,50.0,south,17
yes,yes,yes,13-15years,white,no,19.0,0,2,32.0,south,40
no,yes,no,13-15years,black,no,34.0,0,0,0.0,south,40
no,no,no,9-11years,white,no,41.5,0,0,0.0,south,0
yes,no,yes,12years,white,no,37.0,0,0,20.0,south,0
no,yes,no,12years,white,no,30.0,0,0,33.0,south,40
yes,no,yes,16years,other,no,22.0,0,1,99.999,south,0
yes,no,yes,12years,white,no,24.0,1,1,4.4,south,0
yes,no,yes,13-15years,white,no,6.0,2,0,25.3,south,0
no,yes,yes,16years,white,no,17.0,0,2,30.0,south,40
no,no,no,9-11years,white,no,13.5,0,1,7.0,south,40
no,yes,no,13-15years,white,no,22.0,0,1,0.0,south,80
no,no,no,12years,white,yes,10.0,1,2,11.4,south,28
no,no,no,12years,white,no,12.0,0,2,0.7,south,38
yes,yes,yes,12years,white,no,30.0,0,0,24.0,south,40
no,yes,no,13-15years,white,no,12.0,0,2,0.0,south,38
yes,no,yes,13-15years,white,no,18.0,0,1,27.5,south,0
yes,no,yes,12years,white,no,12.0,1,1,42.0,south,0
no,yes,no,12years,white,no,24.0,0,0,40.0,south,40
yes,no,yes,13-15years,white,no,36.0,0,0,45.623,south,0
no,no,no,13-15years,white,yes,28.0,0,0,36.5,south,0
yes,yes,yes,12years,white,no,44.0,0,0,48.0,south,40
yes,no,yes,13-15years,white,no,3.0,1,0,24.0,south,48
no,yes,yes,13-15years,white,no,10.0,1,0,20.0,south,40
no,yes,no,12years,white,no,15.0,0,2,0.0,south,35
yes,no,yes,13-15years,white,no,39.0,0,0,21.0,south,32
yes,no,yes,12years,white,no,14.0,2,1,25.0,south,35
no,yes,no,12years,white,no,22.0,1,1,0.0,south,40
yes,no,yes,9-11years,white,no,39.5,0,0,5.0,south,0
no,yes,no,9-11years,white,no,28.5,0,0,0.0,south,40
yes,no,yes,13-15years,white,no,15.0,1,1,41.0,south,10
yes,no,yes,>16years,white,no,34.0,0,0,48.0,south,40
yes,no,yes,13-15years,white,no,18.0,1,1,32.0,south,0
no,no,no,13-15years,white,no,23.0,0,3,20.0,south,50
no,yes,no,16years,white,no,9.0,1,0,7.76,south,40
no,no,no,16years,white,no,16.0,0,1,35.0,south,15
no,yes,no,16years,white,no,8.0,0,0,44.0,south,50
yes,yes,yes,12years,white,no,31.0,0,0,0.0,south,40
yes,no,yes,16years,white,no,13.0,2,1,42.3,south,0
no,yes,no,>16years,white,no,14.0,1,0,15.0,south,40
yes,no,yes,9-11years,white,no,39.5,0,0,32.0,south,0
yes,no,yes,12years,white,no,19.0,1,4,38.7,south,0
no,no,no,<9years,white,no,33.0,0,1,0.0,south,40
no,no,no,12years,white,no,21.0,1,1,0.0,south,0
yes,no,yes,13-15years,white,no,12.0,2,1,19.95,south,0
no,yes,yes,<9years,white,no,48.0,0,0,0.0,south,0
no,yes,no,12years,white,yes,30.0,0,1,13.0,south,40
no,no,no,12years,white,no,16.0,1,2,20.0,south,35
no,no,no,12years,white,no,5.0,1,0,37.0,south,40
no,no,no,13-15years,white,no,14.0,0,2,0.0,south,35
no,no,no,12years,white,no,15.0,0,3,0.0,south,27
no,yes,yes,16years,white,no,26.0,0,0,52.0,south,44
yes,no,yes,13-15years,white,no,21.0,0,4,40.0,south,48
yes,no,yes,12years,white,no,40.0,0,0,73.0,south,24
no,no,no,9-11years,white,yes,7.5,2,1,9.75,south,0
no,yes,no,9-11years,white,yes,39.5,0,0,7.7,south,40
no,yes,yes,13-15years,white,yes,16.0,1,1,12.0,south,20
yes,no,yes,12years,white,yes,44.0,0,0,31.0,south,0
yes,no,yes,<9years,white,yes,38.0,0,0,26.0,south,0
no,no,no,<9years,white,yes,49.0,0,0,0.0,south,0
no,no,no,<9years,white,yes,32.0,0,1,10.0,south,0
no,no,no,<9years,white,no,39.0,0,2,13.0,south,0
no,no,no,13-15years,white,no,38.0,0,0,0.0,south,0
yes,no,yes,>16years,black,no,27.0,0,1,30.0,south,40
no,no,no,12years,white,no,21.0,1,1,0.0,south,0
yes,no,yes,<9years,white,no,44.0,0,0,49.0,south,0
yes,no,yes,<9years,white,no,47.0,0,0,0.0,south,15
no,no,no,12years,white,no,28.0,0,0,2.8,south,35
yes,no,yes,<9years,white,no,47.0,0,0,0.0,south,0
no,yes,no,<9years,black,no,50.0,0,0,0.0,south,24
no,no,no,9-11years,white,no,10.5,1,1,0.0,south,56
yes,yes,yes,12years,white,no,15.0,1,1,15.0,south,40
no,no,no,12years,white,no,10.0,1,1,0.0,south,0
yes,no,yes,13-15years,white,no,18.0,1,1,30.0,south,40
no,yes,no,16years,black,no,21.0,1,2,45.0,south,40
no,no,no,9-11years,black,no,22.5,1,2,3.2,south,0
yes,no,yes,>16years,white,no,20.0,1,4,0.0,south,0
no,yes,no,16years,white,no,24.0,0,1,0.0,south,40
no,yes,yes,16years,white,no,20.0,0,2,29.0,south,40
no,no,no,<9years,white,no,9.0,0,0,17.0,south,0
yes,no,yes,13-15years,white,no,17.0,0,2,49.0,south,0
no,no,no,12years,white,no,4.0,1,0,12.0,south,0
yes,yes,yes,>16years,white,no,14.0,0,0,64.0,west,50
yes,no,yes,>16years,white,no,24.0,0,1,67.0,west,0
yes,no,yes,16years,white,no,32.0,0,0,99.999,west,25
